Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,Tasa
Metropolitana,13.0,Estacion Central,13106.0,206792.0,16.0,22.0,25.0,36.0,41.0,61.0,71.0,89.0,101.0,120.0,162.0,207.0,341.0,447.0,578.0,679.0,954.0,1100.0,1466.0,1700.0,1986.0,2305.0,2617.0,2943.0,3333.0,3650.0,4547,4844,5180,2504.9
Metropolitana,13.0,Huechuraba,13107.0,112528.0,17.0,19.0,22.0,32.0,35.0,38.0,48.0,53.0,59.0,66.0,77.0,82.0,113.0,150.0,220.0,263.0,375.0,413.0,669.0,840.0,1005.0,1285.0,1452.0,1580.0,1827.0,1983.0,2645,2871,3093,2748.6
Metropolitana,13.0,Independencia,13108.0,142065.0,15.0,17.0,22.0,26.0,31.0,37.0,52.0,60.0,80.0,115.0,196.0,246.0,431.0,594.0,836.0,992.0,1199.0,1330.0,1699.0,1984.0,2566.0,2923.0,3359.0,3630.0,4056.0,4300.0,5015,5316,5563,3915.8
Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,0.0,0.0,0.0,4.0,7.0,10.0,10.0,11.0,11.0,11.0,11.0,13.0,14.0,15.0,17.0,20.0,23.0,27.0,41.0,46.0,65.0,88.0,108.0,133.0,174.0,225.0,362,440,517,1287.0
Metropolitana,13.0,La Cisterna,13109.0,100434.0,10.0,12.0,12.0,20.0,26.0,34.0,39.0,45.0,47.0,61.0,73.0,84.0,122.0,143.0,205.0,251.0,348.0,427.0,646.0,719.0,845.0,1012.0,1185.0,1391.0,1671.0,1797.0,2236,2447,2615,2603.7
Metropolitana,13.0,La Florida,13110.0,402433.0,43.0,58.0,67.0,91.0,103.0,126.0,165.0,176.0,211.0,231.0,282.0,328.0,428.0,578.0,824.0,1071.0,1538.0,1887.0,2514.0,3256.0,3927.0,4550.0,5237.0,6031.0,6879.0,7633.0,9515,10208,11143,2768.9
Metropolitana,13.0,La Granja,13111.0,122557.0,5.0,8.0,16.0,24.0,26.0,36.0,46.0,51.0,60.0,69.0,80.0,95.0,138.0,193.0,276.0,348.0,635.0,800.0,1260.0,1769.0,2206.0,2622.0,2820.0,3294.0,3651.0,3968.0,5102,5434,5868,4788.0
Metropolitana,13.0,La Pintana,13112.0,189335.0,0.0,10.0,13.0,18.0,25.0,39.0,55.0,70.0,88.0,107.0,128.0,195.0,269.0,345.0,483.0,561.0,840.0,1067.0,1432.0,1804.0,2379.0,2861.0,3339.0,3955.0,4674.0,5192.0,6875,7361,7928,4187.3
Metropolitana,13.0,La Reina,13113.0,100252.0,24.0,26.0,30.0,35.0,44.0,52.0,54.0,56.0,59.0,62.0,65.0,84.0,108.0,136.0,173.0,195.0,247.0,294.0,384.0,485.0,644.0,735.0,864.0,953.0,1110.0,1225.0,1513,1632,1766,1761.6
Metropolitana,13.0,Lampa,13302.0,126898.0,10.0,10.0,13.0,14.0,18.0,26.0,37.0,41.0,45.0,48.0,58.0,68.0,96.0,117.0,172.0,197.0,278.0,306.0,463.0,660.0,864.0,989.0,1108.0,1257.0,1437.0,1608.0,2340,2582,2778,2189.2
Metropolitana,13.0,Las Condes,13114.0,330759.0,181.0,208.0,224.0,258.0,266.0,281.0,296.0,306.0,320.0,326.0,346.0,355.0,409.0,477.0,626.0,738.0,961.0,1084.0,1439.0,1765.0,2141.0,2436.0,2747.0,3034.0,3370.0,3623.0,4192,4478,4747,1435.2
Metropolitana,13.0,Lo Barnechea,13115.0,124076.0,68.0,78.0,85.0,97.0,105.0,110.0,116.0,125.0,144.0,157.0,170.0,194.0,238.0,273.0,381.0,422.0,520.0,576.0,742.0,892.0,1060.0,1179.0,1366.0,1475.0,1657.0,1759.0,2177,2341,2610,2103.5
Metropolitana,13.0,Lo Espejo,13116.0,103865.0,4.0,7.0,9.0,15.0,23.0,34.0,48.0,56.0,60.0,67.0,80.0,100.0,130.0,162.0,222.0,258.0,423.0,525.0,788.0,895.0,1061.0,1295.0,1491.0,1743.0,2103.0,2252.0,2835,3103,3369,3243.6
Metropolitana,13.0,Lo Prado,13117.0,104403.0,14.0,18.0,20.0,25.0,32.0,35.0,43.0,47.0,62.0,75.0,88.0,111.0,170.0,210.0,258.0,329.0,390.0,435.0,617.0,721.0,900.0,1129.0,1347.0,1566.0,1810.0,2208.0,3032,3436,3774,3614.8
Metropolitana,13.0,Macul,13118.0,134635.0,10.0,15.0,23.0,34.0,37.0,43.0,49.0,51.0,57.0,64.0,89.0,110.0,136.0,181.0,272.0,336.0,524.0,671.0,949.0,1157.0,1412.0,1684.0,1909.0,2149.0,2473.0,2708.0,3501,3779,4050,3008.1
Metropolitana,13.0,Maipu,13119.0,578605.0,43.0,55.0,64.0,83.0,106.0,167.0,203.0,241.0,284.0,312.0,364.0,399.0,480.0,580.0,718.0,844.0,1212.0,1347.0,2000.0,2537.0,3193.0,3765.0,4499.0,5273.0,6272.0,7041.0,9361,10240,11312,1955.0
Metropolitana,13.0,Maria Pinto,13504.0,14926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,12.0,16.0,28.0,50.0,69.0,83.0,97.0,114.0,166,191,223,1494.0
Metropolitana,13.0,Melipilla,13501.0,141612.0,6.0,8.0,9.0,11.0,12.0,16.0,17.0,19.0,25.0,35.0,40.0,48.0,74.0,110.0,119.0,136.0,168.0,197.0,310.0,412.0,533.0,693.0,887.0,1060.0,1286.0,1528.0,2044,2375,2673,1887.6
Metropolitana,13.0,Nunoa,13120.0,250192.0,67.0,84.0,93.0,107.0,118.0,155.0,171.0,188.0,217.0,240.0,269.0,291.0,329.0,365.0,435.0,480.0,692.0,792.0,1091.0,1315.0,1662.0,1940.0,2250.0,2533.0,2955.0,3184.0,3894,4202,4532,1811.4
Metropolitana,13.0,Padre Hurtado,13604.0,74188.0,10.0,11.0,14.0,16.0,18.0,20.0,26.0,27.0,28.0,32.0,35.0,40.0,55.0,66.0,79.0,96.0,125.0,135.0,202.0,243.0,300.0,378.0,484.0,548.0,692.0,838.0,1191,1392,1546,2083.9
Metropolitana,13.0,Paine,13404.0,82766.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,10.0,11.0,13.0,15.0,21.0,26.0,47.0,56.0,108.0,126.0,177.0,198.0,249.0,273.0,347.0,390.0,515.0,564.0,971,1096,1266,1529.6
Metropolitana,13.0,Pedro Aguirre Cerda,13121.0,107803.0,7.0,13.0,13.0,16.0,19.0,36.0,54.0,70.0,78.0,89.0,109.0,129.0,180.0,229.0,294.0,349.0,525.0,657.0,890.0,994.0,1149.0,1314.0,1441.0,1684.0,1962.0,2171.0,2884,3181,3439,3190.1
Metropolitana,13.0,Penaflor,13605.0,101058.0,10.0,13.0,13.0,18.0,18.0,20.0,25.0,26.0,29.0,35.0,44.0,51.0,67.0,76.0,87.0,102.0,130.0,155.0,222.0,274.0,363.0,446.0,574.0,674.0,831.0,1006.0,1544,1806,2117,2094.8
Metropolitana,13.0,Penalolen,13122.0,266798.0,31.0,46.0,54.0,65.0,78.0,98.0,131.0,137.0,162.0,187.0,209.0,254.0,322.0,404.0,570.0,779.0,1157.0,1469.0,2160.0,2878.0,3505.0,4207.0,4899.0,5552.0,6360.0,6811.0,8368,9115,9745,3652.6
Metropolitana,13.0,Pirque,13202.0,30433.0,0.0,0.0,0.0,4.0,4.0,9.0,10.0,12.0,13.0,14.0,16.0,19.0,30.0,43.0,51.0,58.0,92.0,107.0,136.0,169.0,231.0,289.0,324.0,388.0,418.0,453.0,725,799,848,2786.4
Metropolitana,13.0,Providencia,13123.0,157749.0,82.0,87.0,94.0,104.0,115.0,129.0,136.0,147.0,164.0,180.0,196.0,200.0,226.0,250.0,309.0,372.0,472.0,520.0,706.0,846.0,1071.0,1201.0,1403.0,1542.0,1737.0,1821.0,2207,2346,2515,1594.3
Metropolitana,13.0,Pudahuel,13124.0,253139.0,17.0,25.0,32.0,44.0,52.0,67.0,78.0,88.0,103.0,118.0,137.0,167.0,233.0,288.0,372.0,491.0,622.0,744.0,1095.0,1376.0,1728.0,2288.0,2831.0,3201.0,3906.0,4840.0,6495,7236,7880,3112.9
Metropolitana,13.0,Puente Alto,13201.0,645909.0,45.0,58.0,76.0,119.0,166.0,239.0,322.0,374.0,472.0,562.0,688.0,764.0,889.0,1129.0,1404.0,1658.0,2165.0,2780.0,3658.0,4495.0,5770.0,6698.0,7939.0,9143.0,10804.0,12212.0,15682,16920,18366,2843.4
Metropolitana,13.0,Quilicura,13125.0,254694.0,17.0,29.0,33.0,51.0,57.0,79.0,94.0,101.0,112.0,129.0,164.0,236.0,423.0,546.0,758.0,826.0,1080.0,1193.0,1593.0,1968.0,2644.0,3091.0,3546.0,3887.0,4591.0,5053.0,6546,7061,7540,2960.4
Metropolitana,13.0,Quinta Normal,13126.0,136368.0,21.0,25.0,35.0,41.0,57.0,69.0,84.0,105.0,125.0,149.0,172.0,194.0,262.0,306.0,377.0,459.0,560.0,627.0,879.0,1036.0,1255.0,1548.0,1897.0,2088.0,2511.0,2989.0,4041,4363,4660,3417.2
Metropolitana,13.0,Recoleta,13127.0,190075.0,17.0,23.0,32.0,44.0,52.0,61.0,73.0,81.0,107.0,126.0,174.0,226.0,398.0,602.0,889.0,1028.0,1330.0,1516.0,2135.0,2560.0,3287.0,3623.0,4040.0,4358.0,4716.0,5124.0,6543,6935,7311,3846.4
Metropolitana,13.0,Renca,13128.0,160847.0,9.0,14.0,18.0,19.0,22.0,28.0,42.0,50.0,70.0,82.0,107.0,131.0,185.0,255.0,342.0,418.0,510.0,605.0,967.0,1129.0,1374.0,1675.0,2180.0,2504.0,2884.0,3567.0,4766,5383,5997,3728.4
Metropolitana,13.0,San Bernardo,13401.0,334836.0,32.0,41.0,53.0,74.0,79.0,117.0,140.0,156.0,198.0,237.0,318.0,372.0,435.0,544.0,683.0,773.0,1018.0,1247.0,1807.0,2116.0,2539.0,2877.0,3408.0,3845.0,4688.0,5280.0,7055,7726,8626,2576.2
Metropolitana,13.0,San Joaquin,13129.0,103485.0,13.0,24.0,28.0,36.0,42.0,52.0,58.0,68.0,84.0,101.0,118.0,149.0,183.0,267.0,395.0,475.0,727.0,904.0,1325.0,1427.0,1603.0,1874.0,2068.0,2255.0,2534.0,2712.0,3449,3684,3937,3804.4
Metropolitana,13.0,San Jose de Maipo,13203.0,18644.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,12.0,23.0,35.0,42.0,61.0,73.0,102.0,137.0,186.0,222.0,232.0,277.0,319.0,342.0,430,459,493,2644.3
Metropolitana,13.0,San Miguel,13130.0,133059.0,25.0,32.0,39.0,49.0,56.0,69.0,86.0,97.0,111.0,131.0,152.0,173.0,213.0,255.0,350.0,405.0,563.0,665.0,1015.0,1205.0,1444.0,1687.0,1988.0,2286.0,2597.0,2796.0,3644,3945,4249,3193.3
Metropolitana,13.0,San Pedro,13505.0,11953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,10.0,12.0,15.0,17.0,18.0,25.0,26.0,33.0,37.0,44.0,49.0,58.0,77.0,109,127,153,1280.0
Metropolitana,13.0,San Ramon,13131.0,86510.0,0.0,6.0,9.0,9.0,12.0,18.0,20.0,27.0,32.0,42.0,66.0,90.0,144.0,220.0,327.0,381.0,638.0,719.0,1069.0,1329.0,1543.0,1698.0,1841.0,2107.0,2332.0,2549.0,3318,3510,3735,4317.4
Metropolitana,13.0,Santiago,13101.0,503147.0,127.0,156.0,173.0,234.0,271.0,321.0,375.0,404.0,463.0,500.0,608.0,700.0,980.0,1294.0,1666.0,1873.0,2627.0,2961.0,3935.0,4618.0,5617.0,6278.0,7089.0,7786.0,8818.0,9412.0,11123,11831,12481,2480.6
Metropolitana,13.0,Talagante,13601.0,81838.0,0.0,5.0,6.0,11.0,14.0,18.0,21.0,24.0,26.0,27.0,30.0,33.0,37.0,42.0,48.0,68.0,88.0,105.0,155.0,183.0,224.0,276.0,343.0,432.0,518.0,602.0,826,973,1146,1400.3
Metropolitana,13.0,Tiltil,13303.0,21477.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,12.0,12.0,13.0,21.0,24.0,40.0,69.0,112.0,121.0,134.0,140.0,185.0,226.0,351,405,442,2058.0
Metropolitana,13.0,Vitacura,13132.0,96774.0,83.0,90.0,100.0,114.0,114.0,119.0,127.0,128.0,130.0,132.0,133.0,138.0,152.0,164.0,211.0,251.0,325.0,370.0,485.0,569.0,646.0,712.0,780.0,859.0,936.0,992.0,1107,1159,1234,1275.1
Metropolitana,13.0,Desconocido Metropolitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17813,18646,18109,
Del Libertador General Bernardo O’Higgins,6.0,Chepica,6302.0,15925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,6.0,6.0,8.0,6.0,8.0,9.0,21.0,37,50,58,364.2
Del Libertador General Bernardo O’Higgins,6.0,Chimbarongo,6303.0,37696.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,11.0,16.0,19.0,23.0,32.0,42.0,46.0,57,71,90,238.8
Del Libertador General Bernardo O’Higgins,6.0,Codegua,6102.0,14096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,6.0,8.0,9.0,11.0,14.0,18.0,25.0,39,57,84,595.9
Del Libertador General Bernardo O’Higgins,6.0,Coinco,6103.0,7831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,9.0,14.0,14.0,17.0,19.0,23.0,26.0,36,44,59,753.4
Del Libertador General Bernardo O’Higgins,6.0,Coltauco,6104.0,21263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,16.0,16.0,17.0,22.0,25.0,28.0,30.0,33.0,39.0,51,71,81,380.9
Del Libertador General Bernardo O’Higgins,6.0,Donihue,6105.0,22700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,10.0,14.0,20.0,23.0,31.0,32.0,35.0,45.0,50.0,56.0,93,138,186,819.4
Del Libertador General Bernardo O’Higgins,6.0,Graneros,6106.0,36504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,17.0,23.0,27.0,32.0,36.0,45.0,45.0,47.0,61.0,72.0,96.0,153,207,257,704.0
Del Libertador General Bernardo O’Higgins,6.0,La Estrella,6202.0,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,11,11,20,642.3
Del Libertador General Bernardo O’Higgins,6.0,Las Cabras,6107.0,26749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,15.0,15.0,20.0,23.0,23.0,26.0,40,57,86,321.5
Del Libertador General Bernardo O’Higgins,6.0,Litueche,6203.0,6765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,8.0,8.0,8.0,9.0,9.0,11.0,11.0,11.0,11.0,13.0,14.0,18.0,21.0,36,46,55,813.0
Del Libertador General Bernardo O’Higgins,6.0,Lolol,6304.0,7289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,10.0,11.0,12.0,15.0,24,27,39,535.1
Del Libertador General Bernardo O’Higgins,6.0,Machali,6108.0,59913.0,0.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,16.0,16.0,16.0,16.0,19.0,20.0,24.0,26.0,29.0,37.0,44.0,49.0,66.0,88.0,100.0,119.0,218,346,540,901.3
Del Libertador General Bernardo O’Higgins,6.0,Malloa,6109.0,14163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,8.0,9.0,23,25,42,296.5
Del Libertador General Bernardo O’Higgins,6.0,Marchihue,6204.0,7632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,12,12,12,157.2
Del Libertador General Bernardo O’Higgins,6.0,Mostazal,6110.0,27462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,7.0,9.0,13.0,16.0,20.0,30.0,34.0,48.0,88,112,140,509.8
Del Libertador General Bernardo O’Higgins,6.0,Nancagua,6305.0,19141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,8.0,12.0,13.0,16.0,18.0,27.0,43.0,49,50,54,282.1
Del Libertador General Bernardo O’Higgins,6.0,Navidad,6205.0,6904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,18.0,20.0,27.0,42,51,52,753.2
Del Libertador General Bernardo O’Higgins,6.0,Olivar,6111.0,14624.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,13.0,14.0,16.0,18.0,19.0,20.0,25.0,27.0,30.0,36.0,60,70,97,663.3
Del Libertador General Bernardo O’Higgins,6.0,Palmilla,6306.0,13299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,6.0,10.0,15,19,26,195.5
Del Libertador General Bernardo O’Higgins,6.0,Paredones,6206.0,6349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,9,11,11,173.3
Del Libertador General Bernardo O’Higgins,6.0,Peralillo,6307.0,11848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,9.0,21.0,29.0,36,40,41,346.0
Del Libertador General Bernardo O’Higgins,6.0,Peumo,6112.0,14952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,8.0,9.0,12.0,15,17,22,147.1
Del Libertador General Bernardo O’Higgins,6.0,Pichidegua,6113.0,20743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,6.0,8.0,9.0,11.0,12.0,12.0,15.0,15.0,24,33,54,260.3
Del Libertador General Bernardo O’Higgins,6.0,Pichilemu,6201.0,17882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,8.0,8.0,9.0,11.0,14.0,15.0,16.0,21,30,34,190.1
Del Libertador General Bernardo O’Higgins,6.0,Placilla,6308.0,9164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,7.0,8.0,13.0,16.0,20.0,29,29,32,349.2
Del Libertador General Bernardo O’Higgins,6.0,Pumanque,6309.0,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3,4,4,113.3
Del Libertador General Bernardo O’Higgins,6.0,Quinta de Tilcoco,6114.0,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,7.0,14,24,40,288.2
Del Libertador General Bernardo O’Higgins,6.0,Rancagua,6101.0,265211.0,7.0,7.0,9.0,15.0,15.0,15.0,15.0,15.0,15.0,22.0,28.0,32.0,38.0,45.0,61.0,82.0,128.0,170.0,195.0,243.0,326.0,354.0,442.0,547.0,742.0,904.0,1721,2477,3257,1228.1
Del Libertador General Bernardo O’Higgins,6.0,Rengo,6115.0,63710.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,7.0,8.0,10.0,9.0,11.0,14.0,21.0,22.0,27.0,35.0,38.0,47.0,51.0,82.0,98.0,190,271,381,598.0
Del Libertador General Bernardo O’Higgins,6.0,Requinoa,6116.0,30371.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,8.0,9.0,10.0,10.0,19.0,20.0,31.0,36.0,43.0,51.0,98,139,204,671.7
Del Libertador General Bernardo O’Higgins,6.0,San Fernando,6301.0,78642.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,10.0,14.0,14.0,17.0,25.0,34.0,46.0,57.0,71.0,80.0,111,136,190,241.6
Del Libertador General Bernardo O’Higgins,6.0,San Vicente,6117.0,50617.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,9.0,11.0,14.0,20.0,25.0,35.0,40.0,43.0,45.0,51.0,52.0,67.0,81.0,122,164,205,405.0
Del Libertador General Bernardo O’Higgins,6.0,Santa Cruz,6310.0,41096.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,11.0,12.0,13.0,15.0,19.0,22.0,35.0,46.0,65,77,88,214.1
Del Libertador General Bernardo O’Higgins,6.0,Desconocido O’Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,150,0,
Maule,7.0,Cauquenes,7201.0,44143.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,8.0,10.0,12.0,13.0,13.0,13.0,13.0,14.0,20.0,23.0,26.0,32.0,44.0,63.0,91.0,143.0,141.0,164.0,216,250,271,613.9
Maule,7.0,Chanco,7202.0,9331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,11.0,13.0,17,26,29,310.8
Maule,7.0,Colbun,7402.0,22565.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,10.0,13.0,19.0,20.0,32.0,33.0,42.0,46.0,53.0,60.0,84,98,112,496.3
Maule,7.0,Constitucion,7102.0,50348.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,11.0,11.0,18.0,19.0,21.0,23.0,23.0,23.0,26.0,27.0,28.0,31.0,33.0,35.0,39.0,42.0,50.0,62.0,81,118,143,284.0
Maule,7.0,Curepto,7103.0,9426.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,14.0,12.0,13.0,13.0,13.0,13.0,14.0,15,23,29,307.7
Maule,7.0,Curico,7301.0,163626.0,6.0,8.0,11.0,13.0,13.0,17.0,20.0,23.0,24.0,31.0,31.0,37.0,45.0,45.0,51.0,56.0,63.0,83.0,116.0,163.0,231.0,279.0,429.0,534.0,677.0,780.0,998,1190,1315,803.7
Maule,7.0,Empedrado,7104.0,4206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7,19,23,546.8
Maule,7.0,Hualane,7302.0,10222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,18.0,21.0,46.0,63.0,76.0,81.0,102,104,112,1095.7
Maule,7.0,Licanten,7303.0,6989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,13,15,18,257.5
Maule,7.0,Linares,7401.0,101073.0,4.0,6.0,10.0,11.0,12.0,13.0,13.0,13.0,15.0,22.0,22.0,24.0,27.0,27.0,31.0,34.0,46.0,49.0,60.0,65.0,75.0,84.0,103.0,107.0,129.0,162.0,224,280,342,338.4
Maule,7.0,Longavi,7403.0,32810.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,10.0,13.0,19.0,20.0,27.0,31.0,44.0,49.0,68.0,94.0,137,160,175,533.4
Maule,7.0,Maule,7105.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,13.0,22.0,22.0,23.0,23.0,24.0,24.0,28.0,29.0,36.0,45.0,50.0,52.0,78.0,90.0,105.0,111.0,146,162,209,348.3
Maule,7.0,Molina,7304.0,49800.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,10.0,13.0,20.0,23.0,33.0,46.0,55.0,62.0,83,104,154,309.2
Maule,7.0,Parral,7404.0,44544.0,4.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,13.0,21.0,34.0,56.0,72.0,96.0,106.0,130.0,143.0,172,197,217,487.2
Maule,7.0,Pelarco,7106.0,9083.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,13.0,13.0,17.0,19.0,19.0,21.0,23.0,26.0,33.0,33.0,34,36,39,429.4
Maule,7.0,Pelluhue,7203.0,8092.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,10.0,10.0,10.0,10.0,12.0,12.0,30.0,32.0,47,51,55,679.7
