Egresos semanales,Fecha,Egresos
S04-06_04-12,2020-08-03,306.0
S04-13_04-19,2020-08-03,383.0
S04-20_04-26,2020-08-03,408.0
S04-27_05-03,2020-08-03,459.0
S05-04_05-10,2020-08-03,673.0
S05-11_05-17,2020-08-03,1007.0
S05-18_05-24,2020-08-03,1662.0
S05-25_05-31,2020-08-03,2209.0
S06-01_06-07,2020-08-03,2324.0
S06-08_06-14,2020-08-03,2365.0
S06-15_06-21,2020-08-03,2449.0
S06-22_06-28,2020-08-03,2255.0
S06-29_07-05,2020-08-03,2001.0
S07-06_07-12,2020-08-03,1637.0
S07-13_07-20,2020-08-03,1628.0
S07-21_07-26,2020-08-03,1471.0
S07-27_08-02,2020-08-03,1262.0
S08-03_08-09,2020-08-03,
S08-10_08-16,2020-08-03,
S08-17_08-23,2020-08-03,
S08-24_08-30,2020-08-03,
S08-31_09-06,2020-08-03,
S09-07_09-13,2020-08-03,
S09-14_09-20,2020-08-03,
S09-21_09-27,2020-08-03,
S09-28_10-04,2020-08-03,
S10-05_10-11,2020-08-03,
S10-12_10-18,2020-08-03,
S10-19_10-25,2020-08-03,
S10-26_11-01,2020-08-03,
S11-02_11-08,2020-08-03,
S11-09_11-15,2020-08-03,
S11-16_11-22,2020-08-03,
S11-23_11-29,2020-08-03,
S11-30_12-06,2020-08-03,
S12-17_12-13,2020-08-03,
S12-14_12-20,2020-08-03,
S12-21_12-27,2020-08-03,
S12-28_01-03,2020-08-03,
S03-04_03-08,2020-08-04,4.0
S03-09_03-15,2020-08-04,13.0
S03-16_03-22,2020-08-04,17.0
S03-23_03-29,2020-08-04,82.0
S03-30_04-05,2020-08-04,234.0
S04-06_04-12,2020-08-04,306.0
S04-13_04-19,2020-08-04,383.0
S04-20_04-26,2020-08-04,408.0
S04-27_05-03,2020-08-04,459.0
S05-04_05-10,2020-08-04,673.0
S05-11_05-17,2020-08-04,1007.0
S05-18_05-24,2020-08-04,1662.0
S05-25_05-31,2020-08-04,2209.0
S06-01_06-07,2020-08-04,2324.0
S06-08_06-14,2020-08-04,2365.0
S06-15_06-21,2020-08-04,2449.0
S06-22_06-28,2020-08-04,2255.0
S06-29_07-05,2020-08-04,2001.0
S07-06_07-12,2020-08-04,1637.0
S07-13_07-20,2020-08-04,1628.0
S07-21_07-26,2020-08-04,1471.0
S07-27_08-02,2020-08-04,1262.0
S08-03_08-09,2020-08-04,
S08-10_08-16,2020-08-04,
S08-17_08-23,2020-08-04,
S08-24_08-30,2020-08-04,
S08-31_09-06,2020-08-04,
S09-07_09-13,2020-08-04,
S09-14_09-20,2020-08-04,
S09-21_09-27,2020-08-04,
S09-28_10-04,2020-08-04,
S10-05_10-11,2020-08-04,
S10-12_10-18,2020-08-04,
S10-19_10-25,2020-08-04,
S10-26_11-01,2020-08-04,
S11-02_11-08,2020-08-04,
S11-09_11-15,2020-08-04,
S11-16_11-22,2020-08-04,
S11-23_11-29,2020-08-04,
S11-30_12-06,2020-08-04,
S12-17_12-13,2020-08-04,
S12-14_12-20,2020-08-04,
S12-21_12-27,2020-08-04,
S12-28_01-03,2020-08-04,
S03-04_03-08,2020-08-05,4.0
S03-09_03-15,2020-08-05,13.0
S03-16_03-22,2020-08-05,17.0
S03-23_03-29,2020-08-05,82.0
S03-30_04-05,2020-08-05,234.0
S04-06_04-12,2020-08-05,306.0
S04-13_04-19,2020-08-05,383.0
S04-20_04-26,2020-08-05,408.0
S04-27_05-03,2020-08-05,459.0
S05-04_05-10,2020-08-05,673.0
S05-11_05-17,2020-08-05,1007.0
S05-18_05-24,2020-08-05,1662.0
S05-25_05-31,2020-08-05,2209.0
S06-01_06-07,2020-08-05,2324.0
S06-08_06-14,2020-08-05,2365.0
S06-15_06-21,2020-08-05,2449.0
S06-22_06-28,2020-08-05,2255.0
S06-29_07-05,2020-08-05,2001.0
S07-06_07-12,2020-08-05,1637.0
S07-13_07-20,2020-08-05,1628.0
S07-21_07-26,2020-08-05,1471.0
S07-27_08-02,2020-08-05,1262.0
S08-03_08-09,2020-08-05,
S08-10_08-16,2020-08-05,
S08-17_08-23,2020-08-05,
S08-24_08-30,2020-08-05,
S08-31_09-06,2020-08-05,
S09-07_09-13,2020-08-05,
S09-14_09-20,2020-08-05,
S09-21_09-27,2020-08-05,
S09-28_10-04,2020-08-05,
S10-05_10-11,2020-08-05,
S10-12_10-18,2020-08-05,
S10-19_10-25,2020-08-05,
S10-26_11-01,2020-08-05,
S11-02_11-08,2020-08-05,
S11-09_11-15,2020-08-05,
S11-16_11-22,2020-08-05,
S11-23_11-29,2020-08-05,
S11-30_12-06,2020-08-05,
S12-17_12-13,2020-08-05,
S12-14_12-20,2020-08-05,
S12-21_12-27,2020-08-05,
S12-28_01-03,2020-08-05,
S03-04_03-08,2020-08-06,4.0
S03-09_03-15,2020-08-06,13.0
S03-16_03-22,2020-08-06,17.0
S03-23_03-29,2020-08-06,82.0
S03-30_04-05,2020-08-06,234.0
S04-06_04-12,2020-08-06,306.0
S04-13_04-19,2020-08-06,383.0
S04-20_04-26,2020-08-06,408.0
S04-27_05-03,2020-08-06,459.0
S05-04_05-10,2020-08-06,673.0
S05-11_05-17,2020-08-06,1007.0
S05-18_05-24,2020-08-06,1662.0
S05-25_05-31,2020-08-06,2209.0
S06-01_06-07,2020-08-06,2324.0
S06-08_06-14,2020-08-06,2365.0
S06-15_06-21,2020-08-06,2449.0
S06-22_06-28,2020-08-06,2255.0
S06-29_07-05,2020-08-06,2001.0
S07-06_07-12,2020-08-06,1637.0
S07-13_07-20,2020-08-06,1628.0
S07-21_07-26,2020-08-06,1471.0
S07-27_08-02,2020-08-06,1262.0
S08-03_08-09,2020-08-06,
S08-10_08-16,2020-08-06,
S08-17_08-23,2020-08-06,
S08-24_08-30,2020-08-06,
S08-31_09-06,2020-08-06,
S09-07_09-13,2020-08-06,
S09-14_09-20,2020-08-06,
S09-21_09-27,2020-08-06,
S09-28_10-04,2020-08-06,
S10-05_10-11,2020-08-06,
S10-12_10-18,2020-08-06,
S10-19_10-25,2020-08-06,
S10-26_11-01,2020-08-06,
S11-02_11-08,2020-08-06,
S11-09_11-15,2020-08-06,
S11-16_11-22,2020-08-06,
S11-23_11-29,2020-08-06,
S11-30_12-06,2020-08-06,
S12-17_12-13,2020-08-06,
S12-14_12-20,2020-08-06,
S12-21_12-27,2020-08-06,
S12-28_01-03,2020-08-06,
S03-04_03-08,2020-08-07,4.0
S03-09_03-15,2020-08-07,13.0
S03-16_03-22,2020-08-07,17.0
S03-23_03-29,2020-08-07,82.0
S03-30_04-05,2020-08-07,234.0
S04-06_04-12,2020-08-07,306.0
S04-13_04-19,2020-08-07,383.0
S04-20_04-26,2020-08-07,408.0
S04-27_05-03,2020-08-07,459.0
S05-04_05-10,2020-08-07,673.0
S05-11_05-17,2020-08-07,1007.0
S05-18_05-24,2020-08-07,1662.0
S05-25_05-31,2020-08-07,2209.0
S06-01_06-07,2020-08-07,2324.0
S06-08_06-14,2020-08-07,2365.0
S06-15_06-21,2020-08-07,2449.0
S06-22_06-28,2020-08-07,2255.0
S06-29_07-05,2020-08-07,2001.0
S07-06_07-12,2020-08-07,1637.0
S07-13_07-20,2020-08-07,1628.0
S07-21_07-26,2020-08-07,1471.0
S07-27_08-02,2020-08-07,1262.0
S08-03_08-09,2020-08-07,
S08-10_08-16,2020-08-07,
S08-17_08-23,2020-08-07,
S08-24_08-30,2020-08-07,
S08-31_09-06,2020-08-07,
S09-07_09-13,2020-08-07,
S09-14_09-20,2020-08-07,
S09-21_09-27,2020-08-07,
S09-28_10-04,2020-08-07,
S10-05_10-11,2020-08-07,
S10-12_10-18,2020-08-07,
S10-19_10-25,2020-08-07,
S10-26_11-01,2020-08-07,
S11-02_11-08,2020-08-07,
S11-09_11-15,2020-08-07,
S11-16_11-22,2020-08-07,
S11-23_11-29,2020-08-07,
S11-30_12-06,2020-08-07,
S12-17_12-13,2020-08-07,
S12-14_12-20,2020-08-07,
S12-21_12-27,2020-08-07,
S12-28_01-03,2020-08-07,
S03-04_03-08,2020-08-08,4.0
S03-09_03-15,2020-08-08,13.0
S03-16_03-22,2020-08-08,17.0
S03-23_03-29,2020-08-08,82.0
S03-30_04-05,2020-08-08,234.0
S04-06_04-12,2020-08-08,306.0
S04-13_04-19,2020-08-08,383.0
S04-20_04-26,2020-08-08,408.0
S04-27_05-03,2020-08-08,459.0
S05-04_05-10,2020-08-08,673.0
S05-11_05-17,2020-08-08,1007.0
S05-18_05-24,2020-08-08,1662.0
S05-25_05-31,2020-08-08,2209.0
S06-01_06-07,2020-08-08,2324.0
S06-08_06-14,2020-08-08,2365.0
S06-15_06-21,2020-08-08,2449.0
S06-22_06-28,2020-08-08,2255.0
S06-29_07-05,2020-08-08,2001.0
S07-06_07-12,2020-08-08,1637.0
S07-13_07-20,2020-08-08,1628.0
S07-21_07-26,2020-08-08,1471.0
S07-27_08-02,2020-08-08,1262.0
S08-03_08-09,2020-08-08,
S08-10_08-16,2020-08-08,
S08-17_08-23,2020-08-08,
S08-24_08-30,2020-08-08,
S08-31_09-06,2020-08-08,
S09-07_09-13,2020-08-08,
S09-14_09-20,2020-08-08,
S09-21_09-27,2020-08-08,
S09-28_10-04,2020-08-08,
S10-05_10-11,2020-08-08,
S10-12_10-18,2020-08-08,
S10-19_10-25,2020-08-08,
S10-26_11-01,2020-08-08,
S11-02_11-08,2020-08-08,
S11-09_11-15,2020-08-08,
S11-16_11-22,2020-08-08,
S11-23_11-29,2020-08-08,
S11-30_12-06,2020-08-08,
S12-17_12-13,2020-08-08,
S12-14_12-20,2020-08-08,
S12-21_12-27,2020-08-08,
S12-28_01-03,2020-08-08,
S03-04_03-08,2020-08-09,4.0
S03-09_03-15,2020-08-09,13.0
S03-16_03-22,2020-08-09,17.0
S03-23_03-29,2020-08-09,82.0
S03-30_04-05,2020-08-09,234.0
S04-06_04-12,2020-08-09,306.0
S04-13_04-19,2020-08-09,383.0
S04-20_04-26,2020-08-09,408.0
S04-27_05-03,2020-08-09,459.0
S05-04_05-10,2020-08-09,673.0
S05-11_05-17,2020-08-09,1007.0
S05-18_05-24,2020-08-09,1662.0
S05-25_05-31,2020-08-09,2209.0
S06-01_06-07,2020-08-09,2324.0
S06-08_06-14,2020-08-09,2365.0
S06-15_06-21,2020-08-09,2449.0
S06-22_06-28,2020-08-09,2255.0
S06-29_07-05,2020-08-09,2001.0
S07-06_07-12,2020-08-09,1637.0
S07-13_07-20,2020-08-09,1628.0
S07-21_07-26,2020-08-09,1471.0
S07-27_08-02,2020-08-09,1262.0
S08-03_08-09,2020-08-09,
S08-10_08-16,2020-08-09,
S08-17_08-23,2020-08-09,
S08-24_08-30,2020-08-09,
S08-31_09-06,2020-08-09,
S09-07_09-13,2020-08-09,
S09-14_09-20,2020-08-09,
S09-21_09-27,2020-08-09,
S09-28_10-04,2020-08-09,
S10-05_10-11,2020-08-09,
S10-12_10-18,2020-08-09,
S10-19_10-25,2020-08-09,
S10-26_11-01,2020-08-09,
S11-02_11-08,2020-08-09,
S11-09_11-15,2020-08-09,
S11-16_11-22,2020-08-09,
S11-23_11-29,2020-08-09,
S11-30_12-06,2020-08-09,
S12-17_12-13,2020-08-09,
S12-14_12-20,2020-08-09,
S12-21_12-27,2020-08-09,
S12-28_01-03,2020-08-09,
S03-04_03-08,2020-08-10,4.0
S03-09_03-15,2020-08-10,13.0
S03-16_03-22,2020-08-10,17.0
S03-23_03-29,2020-08-10,82.0
S03-30_04-05,2020-08-10,234.0
S04-06_04-12,2020-08-10,306.0
S04-13_04-19,2020-08-10,383.0
S04-20_04-26,2020-08-10,408.0
S04-27_05-03,2020-08-10,459.0
S05-04_05-10,2020-08-10,673.0
S05-11_05-17,2020-08-10,1007.0
S05-18_05-24,2020-08-10,1662.0
S05-25_05-31,2020-08-10,2209.0
S06-01_06-07,2020-08-10,2324.0
S06-08_06-14,2020-08-10,2365.0
S06-15_06-21,2020-08-10,2449.0
S06-22_06-28,2020-08-10,2255.0
S06-29_07-05,2020-08-10,2001.0
S07-06_07-12,2020-08-10,1637.0
S07-13_07-20,2020-08-10,1628.0
S07-21_07-26,2020-08-10,1471.0
S07-27_08-02,2020-08-10,1262.0
S08-03_08-09,2020-08-10,976.0
S08-10_08-16,2020-08-10,
S08-17_08-23,2020-08-10,
S08-24_08-30,2020-08-10,
S08-31_09-06,2020-08-10,
S09-07_09-13,2020-08-10,
S09-14_09-20,2020-08-10,
S09-21_09-27,2020-08-10,
S09-28_10-04,2020-08-10,
S10-05_10-11,2020-08-10,
S10-12_10-18,2020-08-10,
S10-19_10-25,2020-08-10,
S10-26_11-01,2020-08-10,
S11-02_11-08,2020-08-10,
S11-09_11-15,2020-08-10,
S11-16_11-22,2020-08-10,
S11-23_11-29,2020-08-10,
S11-30_12-06,2020-08-10,
S12-17_12-13,2020-08-10,
S12-14_12-20,2020-08-10,
S12-21_12-27,2020-08-10,
S12-28_01-03,2020-08-10,
S03-04_03-08,2020-08-11,4.0
S03-09_03-15,2020-08-11,13.0
S03-16_03-22,2020-08-11,17.0
S03-23_03-29,2020-08-11,82.0
S03-30_04-05,2020-08-11,234.0
S04-06_04-12,2020-08-11,306.0
S04-13_04-19,2020-08-11,383.0
S04-20_04-26,2020-08-11,408.0
S04-27_05-03,2020-08-11,459.0
S05-04_05-10,2020-08-11,673.0
S05-11_05-17,2020-08-11,1007.0
S05-18_05-24,2020-08-11,1662.0
S05-25_05-31,2020-08-11,2209.0
S06-01_06-07,2020-08-11,2324.0
S06-08_06-14,2020-08-11,2365.0
S06-15_06-21,2020-08-11,2449.0
S06-22_06-28,2020-08-11,2255.0
S06-29_07-05,2020-08-11,2001.0
S07-06_07-12,2020-08-11,1637.0
S07-13_07-20,2020-08-11,1628.0
S07-21_07-26,2020-08-11,1471.0
S07-27_08-02,2020-08-11,1262.0
S08-03_08-09,2020-08-11,976.0
S08-10_08-16,2020-08-11,
S08-17_08-23,2020-08-11,
S08-24_08-30,2020-08-11,
S08-31_09-06,2020-08-11,
S09-07_09-13,2020-08-11,
S09-14_09-20,2020-08-11,
S09-21_09-27,2020-08-11,
S09-28_10-04,2020-08-11,
S10-05_10-11,2020-08-11,
S10-12_10-18,2020-08-11,
S10-19_10-25,2020-08-11,
S10-26_11-01,2020-08-11,
S11-02_11-08,2020-08-11,
S11-09_11-15,2020-08-11,
S11-16_11-22,2020-08-11,
S11-23_11-29,2020-08-11,
S11-30_12-06,2020-08-11,
S12-17_12-13,2020-08-11,
S12-14_12-20,2020-08-11,
S12-21_12-27,2020-08-11,
S12-28_01-03,2020-08-11,
S03-04_03-08,2020-08-12,4.0
S03-09_03-15,2020-08-12,13.0
S03-16_03-22,2020-08-12,17.0
S03-23_03-29,2020-08-12,82.0
S03-30_04-05,2020-08-12,234.0
S04-06_04-12,2020-08-12,306.0
S04-13_04-19,2020-08-12,383.0
S04-20_04-26,2020-08-12,408.0
S04-27_05-03,2020-08-12,459.0
S05-04_05-10,2020-08-12,673.0
S05-11_05-17,2020-08-12,1007.0
S05-18_05-24,2020-08-12,1662.0
S05-25_05-31,2020-08-12,2209.0
S06-01_06-07,2020-08-12,2324.0
S06-08_06-14,2020-08-12,2365.0
S06-15_06-21,2020-08-12,2449.0
S06-22_06-28,2020-08-12,2255.0
S06-29_07-05,2020-08-12,2001.0
S07-06_07-12,2020-08-12,1637.0
S07-13_07-20,2020-08-12,1628.0
S07-21_07-26,2020-08-12,1471.0
S07-27_08-02,2020-08-12,1262.0
S08-03_08-09,2020-08-12,976.0
S08-10_08-16,2020-08-12,
S08-17_08-23,2020-08-12,
S08-24_08-30,2020-08-12,
S08-31_09-06,2020-08-12,
S09-07_09-13,2020-08-12,
S09-14_09-20,2020-08-12,
S09-21_09-27,2020-08-12,
S09-28_10-04,2020-08-12,
S10-05_10-11,2020-08-12,
S10-12_10-18,2020-08-12,
S10-19_10-25,2020-08-12,
S10-26_11-01,2020-08-12,
S11-02_11-08,2020-08-12,
S11-09_11-15,2020-08-12,
S11-16_11-22,2020-08-12,
S11-23_11-29,2020-08-12,
S11-30_12-06,2020-08-12,
S12-17_12-13,2020-08-12,
S12-14_12-20,2020-08-12,
S12-21_12-27,2020-08-12,
S12-28_01-03,2020-08-12,
S03-04_03-08,2020-08-13,4.0
S03-09_03-15,2020-08-13,13.0
S03-16_03-22,2020-08-13,17.0
S03-23_03-29,2020-08-13,82.0
S03-30_04-05,2020-08-13,234.0
S04-06_04-12,2020-08-13,306.0
S04-13_04-19,2020-08-13,383.0
S04-20_04-26,2020-08-13,408.0
S04-27_05-03,2020-08-13,459.0
S05-04_05-10,2020-08-13,673.0
S05-11_05-17,2020-08-13,1007.0
S05-18_05-24,2020-08-13,1662.0
S05-25_05-31,2020-08-13,2209.0
S06-01_06-07,2020-08-13,2324.0
S06-08_06-14,2020-08-13,2365.0
S06-15_06-21,2020-08-13,2449.0
S06-22_06-28,2020-08-13,2255.0
S06-29_07-05,2020-08-13,2001.0
S07-06_07-12,2020-08-13,1637.0
S07-13_07-20,2020-08-13,1628.0
S07-21_07-26,2020-08-13,1471.0
S07-27_08-02,2020-08-13,1262.0
S08-03_08-09,2020-08-13,976.0
S08-10_08-16,2020-08-13,
S08-17_08-23,2020-08-13,
S08-24_08-30,2020-08-13,
S08-31_09-06,2020-08-13,
S09-07_09-13,2020-08-13,
S09-14_09-20,2020-08-13,
S09-21_09-27,2020-08-13,
S09-28_10-04,2020-08-13,
S10-05_10-11,2020-08-13,
S10-12_10-18,2020-08-13,
S10-19_10-25,2020-08-13,
S10-26_11-01,2020-08-13,
S11-02_11-08,2020-08-13,
S11-09_11-15,2020-08-13,
S11-16_11-22,2020-08-13,
S11-23_11-29,2020-08-13,
S11-30_12-06,2020-08-13,
S12-17_12-13,2020-08-13,
S12-14_12-20,2020-08-13,
S12-21_12-27,2020-08-13,
S12-28_01-03,2020-08-13,
S03-04_03-08,2020-08-14,4.0
S03-09_03-15,2020-08-14,13.0
S03-16_03-22,2020-08-14,17.0
S03-23_03-29,2020-08-14,82.0
S03-30_04-05,2020-08-14,234.0
S04-06_04-12,2020-08-14,306.0
S04-13_04-19,2020-08-14,383.0
S04-20_04-26,2020-08-14,408.0
S04-27_05-03,2020-08-14,459.0
S05-04_05-10,2020-08-14,673.0
S05-11_05-17,2020-08-14,1007.0
S05-18_05-24,2020-08-14,1662.0
S05-25_05-31,2020-08-14,2209.0
S06-01_06-07,2020-08-14,2324.0
S06-08_06-14,2020-08-14,2365.0
S06-15_06-21,2020-08-14,2449.0
S06-22_06-28,2020-08-14,2255.0
S06-29_07-05,2020-08-14,2001.0
S07-06_07-12,2020-08-14,1637.0
S07-13_07-20,2020-08-14,1628.0
S07-21_07-26,2020-08-14,1471.0
S07-27_08-02,2020-08-14,1262.0
S08-03_08-09,2020-08-14,976.0
S08-10_08-16,2020-08-14,
S08-17_08-23,2020-08-14,
S08-24_08-30,2020-08-14,
S08-31_09-06,2020-08-14,
S09-07_09-13,2020-08-14,
S09-14_09-20,2020-08-14,
S09-21_09-27,2020-08-14,
S09-28_10-04,2020-08-14,
S10-05_10-11,2020-08-14,
S10-12_10-18,2020-08-14,
S10-19_10-25,2020-08-14,
S10-26_11-01,2020-08-14,
S11-02_11-08,2020-08-14,
S11-09_11-15,2020-08-14,
S11-16_11-22,2020-08-14,
S11-23_11-29,2020-08-14,
S11-30_12-06,2020-08-14,
S12-17_12-13,2020-08-14,
S12-14_12-20,2020-08-14,
S12-21_12-27,2020-08-14,
S12-28_01-03,2020-08-14,
S03-04_03-08,2020-08-15,4.0
S03-09_03-15,2020-08-15,13.0
S03-16_03-22,2020-08-15,17.0
S03-23_03-29,2020-08-15,82.0
S03-30_04-05,2020-08-15,234.0
S04-06_04-12,2020-08-15,306.0
S04-13_04-19,2020-08-15,383.0
S04-20_04-26,2020-08-15,408.0
S04-27_05-03,2020-08-15,459.0
S05-04_05-10,2020-08-15,673.0
S05-11_05-17,2020-08-15,1007.0
S05-18_05-24,2020-08-15,1662.0
S05-25_05-31,2020-08-15,2209.0
S06-01_06-07,2020-08-15,2324.0
S06-08_06-14,2020-08-15,2365.0
S06-15_06-21,2020-08-15,2449.0
S06-22_06-28,2020-08-15,2255.0
S06-29_07-05,2020-08-15,2001.0
S07-06_07-12,2020-08-15,1637.0
S07-13_07-20,2020-08-15,1628.0
S07-21_07-26,2020-08-15,1471.0
S07-27_08-02,2020-08-15,1262.0
S08-03_08-09,2020-08-15,976.0
S08-10_08-16,2020-08-15,
S08-17_08-23,2020-08-15,
S08-24_08-30,2020-08-15,
S08-31_09-06,2020-08-15,
S09-07_09-13,2020-08-15,
S09-14_09-20,2020-08-15,
S09-21_09-27,2020-08-15,
S09-28_10-04,2020-08-15,
S10-05_10-11,2020-08-15,
S10-12_10-18,2020-08-15,
S10-19_10-25,2020-08-15,
S10-26_11-01,2020-08-15,
S11-02_11-08,2020-08-15,
S11-09_11-15,2020-08-15,
S11-16_11-22,2020-08-15,
S11-23_11-29,2020-08-15,
S11-30_12-06,2020-08-15,
S12-17_12-13,2020-08-15,
S12-14_12-20,2020-08-15,
S12-21_12-27,2020-08-15,
S12-28_01-03,2020-08-15,
S03-04_03-08,2020-08-16,4.0
S03-09_03-15,2020-08-16,13.0
S03-16_03-22,2020-08-16,17.0
S03-23_03-29,2020-08-16,82.0
S03-30_04-05,2020-08-16,234.0
S04-06_04-12,2020-08-16,306.0
S04-13_04-19,2020-08-16,383.0
S04-20_04-26,2020-08-16,408.0
S04-27_05-03,2020-08-16,459.0
S05-04_05-10,2020-08-16,673.0
S05-11_05-17,2020-08-16,1007.0
S05-18_05-24,2020-08-16,1662.0
S05-25_05-31,2020-08-16,2209.0
S06-01_06-07,2020-08-16,2324.0
S06-08_06-14,2020-08-16,2365.0
S06-15_06-21,2020-08-16,2449.0
S06-22_06-28,2020-08-16,2255.0
S06-29_07-05,2020-08-16,2001.0
S07-06_07-12,2020-08-16,1637.0
S07-13_07-20,2020-08-16,1628.0
S07-21_07-26,2020-08-16,1471.0
S07-27_08-02,2020-08-16,1262.0
S08-03_08-09,2020-08-16,976.0
S08-10_08-16,2020-08-16,910.0
S08-17_08-23,2020-08-16,
S08-24_08-30,2020-08-16,
S08-31_09-06,2020-08-16,
S09-07_09-13,2020-08-16,
S09-14_09-20,2020-08-16,
S09-21_09-27,2020-08-16,
S09-28_10-04,2020-08-16,
S10-05_10-11,2020-08-16,
S10-12_10-18,2020-08-16,
S10-19_10-25,2020-08-16,
S10-26_11-01,2020-08-16,
S11-02_11-08,2020-08-16,
S11-09_11-15,2020-08-16,
S11-16_11-22,2020-08-16,
S11-23_11-29,2020-08-16,
S11-30_12-06,2020-08-16,
S12-17_12-13,2020-08-16,
S12-14_12-20,2020-08-16,
S12-21_12-27,2020-08-16,
S12-28_01-03,2020-08-16,
S03-04_03-08,2020-08-17,4.0
S03-09_03-15,2020-08-17,13.0
S03-16_03-22,2020-08-17,17.0
S03-23_03-29,2020-08-17,82.0
S03-30_04-05,2020-08-17,234.0
S04-06_04-12,2020-08-17,306.0
S04-13_04-19,2020-08-17,383.0
S04-20_04-26,2020-08-17,408.0
S04-27_05-03,2020-08-17,459.0
S05-04_05-10,2020-08-17,673.0
S05-11_05-17,2020-08-17,1007.0
S05-18_05-24,2020-08-17,1662.0
S05-25_05-31,2020-08-17,2209.0
S06-01_06-07,2020-08-17,2324.0
S06-08_06-14,2020-08-17,2365.0
S06-15_06-21,2020-08-17,2449.0
S06-22_06-28,2020-08-17,2255.0
S06-29_07-05,2020-08-17,2001.0
S07-06_07-12,2020-08-17,1637.0
S07-13_07-20,2020-08-17,1628.0
S07-21_07-26,2020-08-17,1471.0
S07-27_08-02,2020-08-17,1262.0
S08-03_08-09,2020-08-17,976.0
S08-10_08-16,2020-08-17,910.0
S08-17_08-23,2020-08-17,
S08-24_08-30,2020-08-17,
S08-31_09-06,2020-08-17,
S09-07_09-13,2020-08-17,
S09-14_09-20,2020-08-17,
S09-21_09-27,2020-08-17,
S09-28_10-04,2020-08-17,
S10-05_10-11,2020-08-17,
S10-12_10-18,2020-08-17,
S10-19_10-25,2020-08-17,
S10-26_11-01,2020-08-17,
S11-02_11-08,2020-08-17,
S11-09_11-15,2020-08-17,
S11-16_11-22,2020-08-17,
S11-23_11-29,2020-08-17,
S11-30_12-06,2020-08-17,
S12-17_12-13,2020-08-17,
S12-14_12-20,2020-08-17,
S12-21_12-27,2020-08-17,
S12-28_01-03,2020-08-17,
S03-04_03-08,2020-08-18,4.0
S03-09_03-15,2020-08-18,13.0
S03-16_03-22,2020-08-18,17.0
S03-23_03-29,2020-08-18,82.0
S03-30_04-05,2020-08-18,234.0
S04-06_04-12,2020-08-18,306.0
S04-13_04-19,2020-08-18,383.0
S04-20_04-26,2020-08-18,408.0
S04-27_05-03,2020-08-18,459.0
S05-04_05-10,2020-08-18,673.0
S05-11_05-17,2020-08-18,1007.0
S05-18_05-24,2020-08-18,1662.0
S05-25_05-31,2020-08-18,2209.0
S06-01_06-07,2020-08-18,2324.0
S06-08_06-14,2020-08-18,2365.0
S06-15_06-21,2020-08-18,2449.0
S06-22_06-28,2020-08-18,2255.0
S06-29_07-05,2020-08-18,2001.0
S07-06_07-12,2020-08-18,1637.0
S07-13_07-20,2020-08-18,1628.0
S07-21_07-26,2020-08-18,1471.0
S07-27_08-02,2020-08-18,1262.0
S08-03_08-09,2020-08-18,976.0
S08-10_08-16,2020-08-18,910.0
S08-17_08-23,2020-08-18,
S08-24_08-30,2020-08-18,
S08-31_09-06,2020-08-18,
S09-07_09-13,2020-08-18,
S09-14_09-20,2020-08-18,
S09-21_09-27,2020-08-18,
S09-28_10-04,2020-08-18,
S10-05_10-11,2020-08-18,
S10-12_10-18,2020-08-18,
S10-19_10-25,2020-08-18,
S10-26_11-01,2020-08-18,
S11-02_11-08,2020-08-18,
S11-09_11-15,2020-08-18,
S11-16_11-22,2020-08-18,
S11-23_11-29,2020-08-18,
S11-30_12-06,2020-08-18,
S12-17_12-13,2020-08-18,
S12-14_12-20,2020-08-18,
S12-21_12-27,2020-08-18,
S12-28_01-03,2020-08-18,
S03-04_03-08,2020-08-19,4.0
S03-09_03-15,2020-08-19,13.0
S03-16_03-22,2020-08-19,17.0
S03-23_03-29,2020-08-19,82.0
S03-30_04-05,2020-08-19,234.0
S04-06_04-12,2020-08-19,306.0
S04-13_04-19,2020-08-19,383.0
S04-20_04-26,2020-08-19,408.0
S04-27_05-03,2020-08-19,459.0
S05-04_05-10,2020-08-19,673.0
S05-11_05-17,2020-08-19,1007.0
S05-18_05-24,2020-08-19,1662.0
S05-25_05-31,2020-08-19,2209.0
S06-01_06-07,2020-08-19,2324.0
S06-08_06-14,2020-08-19,2365.0
S06-15_06-21,2020-08-19,2449.0
S06-22_06-28,2020-08-19,2255.0
S06-29_07-05,2020-08-19,2001.0
S07-06_07-12,2020-08-19,1637.0
S07-13_07-20,2020-08-19,1628.0
S07-21_07-26,2020-08-19,1471.0
S07-27_08-02,2020-08-19,1262.0
S08-03_08-09,2020-08-19,976.0
S08-10_08-16,2020-08-19,910.0
S08-17_08-23,2020-08-19,
S08-24_08-30,2020-08-19,
S08-31_09-06,2020-08-19,
S09-07_09-13,2020-08-19,
S09-14_09-20,2020-08-19,
S09-21_09-27,2020-08-19,
S09-28_10-04,2020-08-19,
S10-05_10-11,2020-08-19,
S10-12_10-18,2020-08-19,
S10-19_10-25,2020-08-19,
S10-26_11-01,2020-08-19,
S11-02_11-08,2020-08-19,
S11-09_11-15,2020-08-19,
S11-16_11-22,2020-08-19,
S11-23_11-29,2020-08-19,
S11-30_12-06,2020-08-19,
S12-17_12-13,2020-08-19,
S12-14_12-20,2020-08-19,
S12-21_12-27,2020-08-19,
