Region,Dosis,Fecha,Cantidad
Araucanía,Primera,2021-01-13,711
Araucanía,Segunda,2021-01-13,0
Los Ríos,Primera,2021-01-13,145
Los Ríos,Segunda,2021-01-13,0
Los Lagos,Primera,2021-01-13,540
Los Lagos,Segunda,2021-01-13,0
Aysén,Primera,2021-01-13,0
Aysén,Segunda,2021-01-13,0
Magallanes,Primera,2021-01-13,166
Magallanes,Segunda,2021-01-13,132
Total,Primera,2021-01-14,12822
Total,Segunda,2021-01-14,5825
Arica y Parinacota,Primera,2021-01-14,0
Arica y Parinacota,Segunda,2021-01-14,0
Tarapacá,Primera,2021-01-14,160
Tarapacá,Segunda,2021-01-14,0
Antofagasta,Primera,2021-01-14,0
Antofagasta,Segunda,2021-01-14,0
Atacama,Primera,2021-01-14,0
Atacama,Segunda,2021-01-14,0
Coquimbo,Primera,2021-01-14,0
Coquimbo,Segunda,2021-01-14,0
Valparaíso,Primera,2021-01-14,1424
Valparaíso,Segunda,2021-01-14,0
Metropolitana,Primera,2021-01-14,7070
Metropolitana,Segunda,2021-01-14,3550
O’Higgins,Primera,2021-01-14,0
O’Higgins,Segunda,2021-01-14,0
Maule,Primera,2021-01-14,503
Maule,Segunda,2021-01-14,0
Ñuble,Primera,2021-01-14,0
Ñuble,Segunda,2021-01-14,0
Biobío,Primera,2021-01-14,2092
Biobío,Segunda,2021-01-14,1421
Araucanía,Primera,2021-01-14,722
Araucanía,Segunda,2021-01-14,697
Los Ríos,Primera,2021-01-14,145
Los Ríos,Segunda,2021-01-14,0
Los Lagos,Primera,2021-01-14,540
Los Lagos,Segunda,2021-01-14,0
Aysén,Primera,2021-01-14,0
Aysén,Segunda,2021-01-14,0
Magallanes,Primera,2021-01-14,166
Magallanes,Segunda,2021-01-14,157
Total,Primera,2021-01-15,13779
Total,Segunda,2021-01-15,8297
Arica y Parinacota,Primera,2021-01-15,0
Arica y Parinacota,Segunda,2021-01-15,0
Tarapacá,Primera,2021-01-15,160
Tarapacá,Segunda,2021-01-15,0
Antofagasta,Primera,2021-01-15,0
Antofagasta,Segunda,2021-01-15,0
Atacama,Primera,2021-01-15,0
Atacama,Segunda,2021-01-15,0
Coquimbo,Primera,2021-01-15,0
Coquimbo,Segunda,2021-01-15,0
Valparaíso,Primera,2021-01-15,1454
Valparaíso,Segunda,2021-01-15,0
Metropolitana,Primera,2021-01-15,7943
Metropolitana,Segunda,2021-01-15,5473
O’Higgins,Primera,2021-01-15,0
O’Higgins,Segunda,2021-01-15,0
Maule,Primera,2021-01-15,503
Maule,Segunda,2021-01-15,0
Ñuble,Primera,2021-01-15,0
Ñuble,Segunda,2021-01-15,0
Biobío,Primera,2021-01-15,2146
Biobío,Segunda,2021-01-15,1964
Araucanía,Primera,2021-01-15,722
Araucanía,Segunda,2021-01-15,697
Los Ríos,Primera,2021-01-15,145
Los Ríos,Segunda,2021-01-15,0
Los Lagos,Primera,2021-01-15,540
Los Lagos,Segunda,2021-01-15,0
Aysén,Primera,2021-01-15,0
Aysén,Segunda,2021-01-15,0
Magallanes,Primera,2021-01-15,166
Magallanes,Segunda,2021-01-15,163
Total,Primera,2021-01-16,13802
Total,Segunda,2021-01-16,8364
Arica y Parinacota,Primera,2021-01-16,0
Arica y Parinacota,Segunda,2021-01-16,0
Tarapacá,Primera,2021-01-16,160
Tarapacá,Segunda,2021-01-16,0
Antofagasta,Primera,2021-01-16,0
Antofagasta,Segunda,2021-01-16,0
Atacama,Primera,2021-01-16,0
Atacama,Segunda,2021-01-16,0
Coquimbo,Primera,2021-01-16,0
Coquimbo,Segunda,2021-01-16,0
Valparaíso,Primera,2021-01-16,1454
Valparaíso,Segunda,2021-01-16,0
Metropolitana,Primera,2021-01-16,7966
Metropolitana,Segunda,2021-01-16,5540
O’Higgins,Primera,2021-01-16,0
O’Higgins,Segunda,2021-01-16,0
Maule,Primera,2021-01-16,503
Maule,Segunda,2021-01-16,0
Ñuble,Primera,2021-01-16,0
Ñuble,Segunda,2021-01-16,0
Biobío,Primera,2021-01-16,2146
Biobío,Segunda,2021-01-16,1964
Araucanía,Primera,2021-01-16,722
Araucanía,Segunda,2021-01-16,697
Los Ríos,Primera,2021-01-16,145
Los Ríos,Segunda,2021-01-16,0
Los Lagos,Primera,2021-01-16,540
Los Lagos,Segunda,2021-01-16,0
Aysén,Primera,2021-01-16,0
Aysén,Segunda,2021-01-16,0
Magallanes,Primera,2021-01-16,166
Magallanes,Segunda,2021-01-16,163
Total,Primera,2021-01-17,13802
Total,Segunda,2021-01-17,8364
Arica y Parinacota,Primera,2021-01-17,0
Arica y Parinacota,Segunda,2021-01-17,0
Tarapacá,Primera,2021-01-17,160
Tarapacá,Segunda,2021-01-17,0
Antofagasta,Primera,2021-01-17,0
Antofagasta,Segunda,2021-01-17,0
Atacama,Primera,2021-01-17,0
Atacama,Segunda,2021-01-17,0
Coquimbo,Primera,2021-01-17,0
Coquimbo,Segunda,2021-01-17,0
Valparaíso,Primera,2021-01-17,1454
Valparaíso,Segunda,2021-01-17,0
Metropolitana,Primera,2021-01-17,7966
Metropolitana,Segunda,2021-01-17,5540
O’Higgins,Primera,2021-01-17,0
O’Higgins,Segunda,2021-01-17,0
Maule,Primera,2021-01-17,503
Maule,Segunda,2021-01-17,0
Ñuble,Primera,2021-01-17,0
Ñuble,Segunda,2021-01-17,0
Biobío,Primera,2021-01-17,2146
Biobío,Segunda,2021-01-17,1964
Araucanía,Primera,2021-01-17,722
Araucanía,Segunda,2021-01-17,697
Los Ríos,Primera,2021-01-17,145
Los Ríos,Segunda,2021-01-17,0
Los Lagos,Primera,2021-01-17,540
Los Lagos,Segunda,2021-01-17,0
Aysén,Primera,2021-01-17,0
Aysén,Segunda,2021-01-17,0
Magallanes,Primera,2021-01-17,166
Magallanes,Segunda,2021-01-17,163
Total,Primera,2021-01-18,24846
Total,Segunda,2021-01-18,8364
Arica y Parinacota,Primera,2021-01-18,904
Arica y Parinacota,Segunda,2021-01-18,0
Tarapacá,Primera,2021-01-18,160
Tarapacá,Segunda,2021-01-18,0
Antofagasta,Primera,2021-01-18,2773
Antofagasta,Segunda,2021-01-18,0
Atacama,Primera,2021-01-18,331
Atacama,Segunda,2021-01-18,0
Coquimbo,Primera,2021-01-18,2495
Coquimbo,Segunda,2021-01-18,0
Valparaíso,Primera,2021-01-18,1454
Valparaíso,Segunda,2021-01-18,0
Metropolitana,Primera,2021-01-18,7966
Metropolitana,Segunda,2021-01-18,5540
O’Higgins,Primera,2021-01-18,2190
O’Higgins,Segunda,2021-01-18,0
Maule,Primera,2021-01-18,503
Maule,Segunda,2021-01-18,0
Ñuble,Primera,2021-01-18,1719
Ñuble,Segunda,2021-01-18,0
Biobío,Primera,2021-01-18,2146
Biobío,Segunda,2021-01-18,1964
Araucanía,Primera,2021-01-18,722
Araucanía,Segunda,2021-01-18,697
Los Ríos,Primera,2021-01-18,145
Los Ríos,Segunda,2021-01-18,0
Los Lagos,Primera,2021-01-18,540
Los Lagos,Segunda,2021-01-18,0
Aysén,Primera,2021-01-18,632
Aysén,Segunda,2021-01-18,0
Magallanes,Primera,2021-01-18,166
Magallanes,Segunda,2021-01-18,163
Total,Primera,2021-01-19,44147
Total,Segunda,2021-01-19,8366
Arica y Parinacota,Primera,2021-01-19,2132
Arica y Parinacota,Segunda,2021-01-19,0
Tarapacá,Primera,2021-01-19,160
Tarapacá,Segunda,2021-01-19,0
Antofagasta,Primera,2021-01-19,5338
Antofagasta,Segunda,2021-01-19,0
Atacama,Primera,2021-01-19,1643
Atacama,Segunda,2021-01-19,1
Coquimbo,Primera,2021-01-19,6197
Coquimbo,Segunda,2021-01-19,0
Valparaíso,Primera,2021-01-19,1454
Valparaíso,Segunda,2021-01-19,0
Metropolitana,Primera,2021-01-19,7966
Metropolitana,Segunda,2021-01-19,5541
O’Higgins,Primera,2021-01-19,7891
O’Higgins,Segunda,2021-01-19,0
Maule,Primera,2021-01-19,503
Maule,Segunda,2021-01-19,0
Ñuble,Primera,2021-01-19,5437
Ñuble,Segunda,2021-01-19,0
Biobío,Primera,2021-01-19,2146
Biobío,Segunda,2021-01-19,1964
Araucanía,Primera,2021-01-19,722
Araucanía,Segunda,2021-01-19,697
Los Ríos,Primera,2021-01-19,145
Los Ríos,Segunda,2021-01-19,0
Los Lagos,Primera,2021-01-19,540
Los Lagos,Segunda,2021-01-19,0
Aysén,Primera,2021-01-19,1707
Aysén,Segunda,2021-01-19,0
Magallanes,Primera,2021-01-19,166
Magallanes,Segunda,2021-01-19,163
Total,Primera,2021-01-20,53397
Total,Segunda,2021-01-20,8366
Arica y Parinacota,Primera,2021-01-20,2821
Arica y Parinacota,Segunda,2021-01-20,0
Tarapacá,Primera,2021-01-20,160
Tarapacá,Segunda,2021-01-20,0
Antofagasta,Primera,2021-01-20,6109
Antofagasta,Segunda,2021-01-20,0
Atacama,Primera,2021-01-20,2456
Atacama,Segunda,2021-01-20,1
Coquimbo,Primera,2021-01-20,8195
Coquimbo,Segunda,2021-01-20,0
Valparaíso,Primera,2021-01-20,1454
Valparaíso,Segunda,2021-01-20,0
Metropolitana,Primera,2021-01-20,7966
Metropolitana,Segunda,2021-01-20,5541
O’Higgins,Primera,2021-01-20,10247
O’Higgins,Segunda,2021-01-20,0
Maule,Primera,2021-01-20,503
Maule,Segunda,2021-01-20,0
Ñuble,Primera,2021-01-20,7785
Ñuble,Segunda,2021-01-20,0
Biobío,Primera,2021-01-20,2146
Biobío,Segunda,2021-01-20,1964
Araucanía,Primera,2021-01-20,722
Araucanía,Segunda,2021-01-20,697
Los Ríos,Primera,2021-01-20,145
Los Ríos,Segunda,2021-01-20,0
Los Lagos,Primera,2021-01-20,540
Los Lagos,Segunda,2021-01-20,0
Aysén,Primera,2021-01-20,1982
Aysén,Segunda,2021-01-20,0
Magallanes,Primera,2021-01-20,166
Magallanes,Segunda,2021-01-20,163
Total,Primera,2021-01-21,56454
Total,Segunda,2021-01-21,8366
Arica y Parinacota,Primera,2021-01-21,2901
Arica y Parinacota,Segunda,2021-01-21,0
Tarapacá,Primera,2021-01-21,160
Tarapacá,Segunda,2021-01-21,0
Antofagasta,Primera,2021-01-21,6109
Antofagasta,Segunda,2021-01-21,0
Atacama,Primera,2021-01-21,3542
Atacama,Segunda,2021-01-21,1
Coquimbo,Primera,2021-01-21,8703
Coquimbo,Segunda,2021-01-21,0
Valparaíso,Primera,2021-01-21,1454
Valparaíso,Segunda,2021-01-21,0
Metropolitana,Primera,2021-01-21,7982
Metropolitana,Segunda,2021-01-21,5541
O’Higgins,Primera,2021-01-21,11544
O’Higgins,Segunda,2021-01-21,0
Maule,Primera,2021-01-21,503
Maule,Segunda,2021-01-21,0
Ñuble,Primera,2021-01-21,7785
Ñuble,Segunda,2021-01-21,0
Biobío,Primera,2021-01-21,2146
Biobío,Segunda,2021-01-21,1964
Araucanía,Primera,2021-01-21,722
Araucanía,Segunda,2021-01-21,697
Los Ríos,Primera,2021-01-21,145
Los Ríos,Segunda,2021-01-21,0
Los Lagos,Primera,2021-01-21,540
Los Lagos,Segunda,2021-01-21,0
Aysén,Primera,2021-01-21,2052
Aysén,Segunda,2021-01-21,0
Magallanes,Primera,2021-01-21,166
Magallanes,Segunda,2021-01-21,163
Total,Primera,2021-01-22,56865
Total,Segunda,2021-01-22,8366
Arica y Parinacota,Primera,2021-01-22,2901
Arica y Parinacota,Segunda,2021-01-22,0
Tarapacá,Primera,2021-01-22,160
Tarapacá,Segunda,2021-01-22,0
Antofagasta,Primera,2021-01-22,6109
Antofagasta,Segunda,2021-01-22,0
Atacama,Primera,2021-01-22,3806
Atacama,Segunda,2021-01-22,1
Coquimbo,Primera,2021-01-22,8765
Coquimbo,Segunda,2021-01-22,0
Valparaíso,Primera,2021-01-22,1454
Valparaíso,Segunda,2021-01-22,0
Metropolitana,Primera,2021-01-22,7992
Metropolitana,Segunda,2021-01-22,5541
O’Higgins,Primera,2021-01-22,11619
O’Higgins,Segunda,2021-01-22,0
Maule,Primera,2021-01-22,503
Maule,Segunda,2021-01-22,0
Ñuble,Primera,2021-01-22,7785
Ñuble,Segunda,2021-01-22,0
Biobío,Primera,2021-01-22,2146
Biobío,Segunda,2021-01-22,1964
Araucanía,Primera,2021-01-22,722
Araucanía,Segunda,2021-01-22,697
Los Ríos,Primera,2021-01-22,145
Los Ríos,Segunda,2021-01-22,0
Los Lagos,Primera,2021-01-22,540
Los Lagos,Segunda,2021-01-22,0
Aysén,Primera,2021-01-22,2052
Aysén,Segunda,2021-01-22,0
Magallanes,Primera,2021-01-22,166
Magallanes,Segunda,2021-01-22,163
Total,Primera,2021-01-23,56865
Total,Segunda,2021-01-23,8366
Arica y Parinacota,Primera,2021-01-23,2901
Arica y Parinacota,Segunda,2021-01-23,0
Tarapacá,Primera,2021-01-23,160
Tarapacá,Segunda,2021-01-23,0
Antofagasta,Primera,2021-01-23,6109
Antofagasta,Segunda,2021-01-23,0
Atacama,Primera,2021-01-23,3806
Atacama,Segunda,2021-01-23,1
Coquimbo,Primera,2021-01-23,8765
Coquimbo,Segunda,2021-01-23,0
Valparaíso,Primera,2021-01-23,1454
Valparaíso,Segunda,2021-01-23,0
Metropolitana,Primera,2021-01-23,7992
Metropolitana,Segunda,2021-01-23,5541
O’Higgins,Primera,2021-01-23,11619
O’Higgins,Segunda,2021-01-23,0
Maule,Primera,2021-01-23,503
Maule,Segunda,2021-01-23,0
Ñuble,Primera,2021-01-23,7785
Ñuble,Segunda,2021-01-23,0
Biobío,Primera,2021-01-23,2146
Biobío,Segunda,2021-01-23,1964
Araucanía,Primera,2021-01-23,722
Araucanía,Segunda,2021-01-23,697
Los Ríos,Primera,2021-01-23,145
Los Ríos,Segunda,2021-01-23,0
Los Lagos,Primera,2021-01-23,540
Los Lagos,Segunda,2021-01-23,0
Aysén,Primera,2021-01-23,2052
Aysén,Segunda,2021-01-23,0
Magallanes,Primera,2021-01-23,166
Magallanes,Segunda,2021-01-23,163
Total,Primera,2021-01-24,56865
Total,Segunda,2021-01-24,8366
Arica y Parinacota,Primera,2021-01-24,2901
Arica y Parinacota,Segunda,2021-01-24,0
Tarapacá,Primera,2021-01-24,160
Tarapacá,Segunda,2021-01-24,0
Antofagasta,Primera,2021-01-24,6109
Antofagasta,Segunda,2021-01-24,0
Atacama,Primera,2021-01-24,3806
Atacama,Segunda,2021-01-24,1
Coquimbo,Primera,2021-01-24,8765
Coquimbo,Segunda,2021-01-24,0
Valparaíso,Primera,2021-01-24,1454
Valparaíso,Segunda,2021-01-24,0
Metropolitana,Primera,2021-01-24,7992
Metropolitana,Segunda,2021-01-24,5541
O’Higgins,Primera,2021-01-24,11619
O’Higgins,Segunda,2021-01-24,0
Maule,Primera,2021-01-24,503
Maule,Segunda,2021-01-24,0
Ñuble,Primera,2021-01-24,7785
Ñuble,Segunda,2021-01-24,0
Biobío,Primera,2021-01-24,2146
Biobío,Segunda,2021-01-24,1964
Araucanía,Primera,2021-01-24,722
Araucanía,Segunda,2021-01-24,697
Los Ríos,Primera,2021-01-24,145
Los Ríos,Segunda,2021-01-24,0
Los Lagos,Primera,2021-01-24,540
Los Lagos,Segunda,2021-01-24,0
Aysén,Primera,2021-01-24,2052
Aysén,Segunda,2021-01-24,0
Magallanes,Primera,2021-01-24,166
Magallanes,Segunda,2021-01-24,163
Total,Primera,2021-01-25,56883
Total,Segunda,2021-01-25,9765
Arica y Parinacota,Primera,2021-01-25,2901
Arica y Parinacota,Segunda,2021-01-25,0
Tarapacá,Primera,2021-01-25,160
Tarapacá,Segunda,2021-01-25,0
Antofagasta,Primera,2021-01-25,6109
Antofagasta,Segunda,2021-01-25,0
Atacama,Primera,2021-01-25,3807
Atacama,Segunda,2021-01-25,1
Coquimbo,Primera,2021-01-25,8765
Coquimbo,Segunda,2021-01-25,0
Valparaíso,Primera,2021-01-25,1463
Valparaíso,Segunda,2021-01-25,587
Metropolitana,Primera,2021-01-25,7998
Metropolitana,Segunda,2021-01-25,5652
O’Higgins,Primera,2021-01-25,11619
O’Higgins,Segunda,2021-01-25,0
Maule,Primera,2021-01-25,503
Maule,Segunda,2021-01-25,289
Ñuble,Primera,2021-01-25,7785
Ñuble,Segunda,2021-01-25,0
Biobío,Primera,2021-01-25,2146
Biobío,Segunda,2021-01-25,1964
Araucanía,Primera,2021-01-25,722
Araucanía,Segunda,2021-01-25,697
Los Ríos,Primera,2021-01-25,145
Los Ríos,Segunda,2021-01-25,70
Los Lagos,Primera,2021-01-25,542
Los Lagos,Segunda,2021-01-25,342
Aysén,Primera,2021-01-25,2052
Aysén,Segunda,2021-01-25,0
Magallanes,Primera,2021-01-25,166
Magallanes,Segunda,2021-01-25,163
Total,Primera,2021-01-26,56905
Total,Segunda,2021-01-26,10359
Arica y Parinacota,Primera,2021-01-26,2901
Arica y Parinacota,Segunda,2021-01-26,0
Tarapacá,Primera,2021-01-26,160
Tarapacá,Segunda,2021-01-26,152
Antofagasta,Primera,2021-01-26,6109
Antofagasta,Segunda,2021-01-26,0
Atacama,Primera,2021-01-26,3810
Atacama,Segunda,2021-01-26,1
Coquimbo,Primera,2021-01-26,8765
Coquimbo,Segunda,2021-01-26,0
Valparaíso,Primera,2021-01-26,1463
Valparaíso,Segunda,2021-01-26,587
Metropolitana,Primera,2021-01-26,8008
Metropolitana,Segunda,2021-01-26,5653
O’Higgins,Primera,2021-01-26,11619
O’Higgins,Segunda,2021-01-26,0
Maule,Primera,2021-01-26,512
Maule,Segunda,2021-01-26,496
Ñuble,Primera,2021-01-26,7785
Ñuble,Segunda,2021-01-26,0
Biobío,Primera,2021-01-26,2146
Biobío,Segunda,2021-01-26,1964
Araucanía,Primera,2021-01-26,722
Araucanía,Segunda,2021-01-26,697
Los Ríos,Primera,2021-01-26,145
Los Ríos,Segunda,2021-01-26,145
Los Lagos,Primera,2021-01-26,542
Los Lagos,Segunda,2021-01-26,501
Aysén,Primera,2021-01-26,2052
Aysén,Segunda,2021-01-26,0
Magallanes,Primera,2021-01-26,166
Magallanes,Segunda,2021-01-26,163
Total,Primera,2021-01-27,56906
Total,Segunda,2021-01-27,10393
Arica y Parinacota,Primera,2021-01-27,2901
Arica y Parinacota,Segunda,2021-01-27,0
Tarapacá,Primera,2021-01-27,160
Tarapacá,Segunda,2021-01-27,157
Antofagasta,Primera,2021-01-27,6109
Antofagasta,Segunda,2021-01-27,0
Atacama,Primera,2021-01-27,3810
Atacama,Segunda,2021-01-27,1
Coquimbo,Primera,2021-01-27,8765
Coquimbo,Segunda,2021-01-27,0
Valparaíso,Primera,2021-01-27,1463
Valparaíso,Segunda,2021-01-27,587
Metropolitana,Primera,2021-01-27,8008
Metropolitana,Segunda,2021-01-27,5653
O’Higgins,Primera,2021-01-27,11619
O’Higgins,Segunda,2021-01-27,0
Maule,Primera,2021-01-27,512
Maule,Segunda,2021-01-27,496
Ñuble,Primera,2021-01-27,7785
Ñuble,Segunda,2021-01-27,0
Biobío,Primera,2021-01-27,2146
Biobío,Segunda,2021-01-27,1964
Araucanía,Primera,2021-01-27,722
Araucanía,Segunda,2021-01-27,697
Los Ríos,Primera,2021-01-27,145
Los Ríos,Segunda,2021-01-27,145
Los Lagos,Primera,2021-01-27,543
Los Lagos,Segunda,2021-01-27,530
Aysén,Primera,2021-01-27,2052
Aysén,Segunda,2021-01-27,0
Magallanes,Primera,2021-01-27,166
Magallanes,Segunda,2021-01-27,163
Total,Primera,2021-01-28,56906
Total,Segunda,2021-01-28,10393
Arica y Parinacota,Primera,2021-01-28,2901
Arica y Parinacota,Segunda,2021-01-28,0
Tarapacá,Primera,2021-01-28,160
Tarapacá,Segunda,2021-01-28,157
Antofagasta,Primera,2021-01-28,6109
Antofagasta,Segunda,2021-01-28,0
Atacama,Primera,2021-01-28,3810
Atacama,Segunda,2021-01-28,1
Coquimbo,Primera,2021-01-28,8765
Coquimbo,Segunda,2021-01-28,0
Valparaíso,Primera,2021-01-28,1463
Valparaíso,Segunda,2021-01-28,587
Metropolitana,Primera,2021-01-28,8008
Metropolitana,Segunda,2021-01-28,5653
O’Higgins,Primera,2021-01-28,11619
O’Higgins,Segunda,2021-01-28,0
Maule,Primera,2021-01-28,512
Maule,Segunda,2021-01-28,496
Ñuble,Primera,2021-01-28,7785
Ñuble,Segunda,2021-01-28,0
Biobío,Primera,2021-01-28,2146
Biobío,Segunda,2021-01-28,1964
Araucanía,Primera,2021-01-28,722
Araucanía,Segunda,2021-01-28,697
Los Ríos,Primera,2021-01-28,145
Los Ríos,Segunda,2021-01-28,145
Los Lagos,Primera,2021-01-28,543
Los Lagos,Segunda,2021-01-28,530
Aysén,Primera,2021-01-28,2052
Aysén,Segunda,2021-01-28,0
Magallanes,Primera,2021-01-28,166
Magallanes,Segunda,2021-01-28,163
Total,Primera,2021-01-29,56906
Total,Segunda,2021-01-29,10398
Arica y Parinacota,Primera,2021-01-29,2901
Arica y Parinacota,Segunda,2021-01-29,0
Tarapacá,Primera,2021-01-29,160
Tarapacá,Segunda,2021-01-29,157
Antofagasta,Primera,2021-01-29,6109
Antofagasta,Segunda,2021-01-29,0
Atacama,Primera,2021-01-29,3810
Atacama,Segunda,2021-01-29,1
Coquimbo,Primera,2021-01-29,8765
Coquimbo,Segunda,2021-01-29,0
Valparaíso,Primera,2021-01-29,1463
Valparaíso,Segunda,2021-01-29,587
Metropolitana,Primera,2021-01-29,8008
Metropolitana,Segunda,2021-01-29,5653
O’Higgins,Primera,2021-01-29,11619
O’Higgins,Segunda,2021-01-29,0
Maule,Primera,2021-01-29,512
Maule,Segunda,2021-01-29,496
Ñuble,Primera,2021-01-29,7785
Ñuble,Segunda,2021-01-29,0
Biobío,Primera,2021-01-29,2146
Biobío,Segunda,2021-01-29,1964
Araucanía,Primera,2021-01-29,722
Araucanía,Segunda,2021-01-29,697
Los Ríos,Primera,2021-01-29,145
Los Ríos,Segunda,2021-01-29,145
Los Lagos,Primera,2021-01-29,543
Los Lagos,Segunda,2021-01-29,535
Aysén,Primera,2021-01-29,2052
Aysén,Segunda,2021-01-29,0
Magallanes,Primera,2021-01-29,166
Magallanes,Segunda,2021-01-29,163
Total,Primera,2021-01-30,56906
Total,Segunda,2021-01-30,10398
Arica y Parinacota,Primera,2021-01-30,2901
Arica y Parinacota,Segunda,2021-01-30,0
Tarapacá,Primera,2021-01-30,160
Tarapacá,Segunda,2021-01-30,157
Antofagasta,Primera,2021-01-30,6109
Antofagasta,Segunda,2021-01-30,0
Atacama,Primera,2021-01-30,3810
Atacama,Segunda,2021-01-30,1
Coquimbo,Primera,2021-01-30,8765
Coquimbo,Segunda,2021-01-30,0
Valparaíso,Primera,2021-01-30,1463
Valparaíso,Segunda,2021-01-30,587
Metropolitana,Primera,2021-01-30,8008
Metropolitana,Segunda,2021-01-30,5653
O’Higgins,Primera,2021-01-30,11619
O’Higgins,Segunda,2021-01-30,0
Maule,Primera,2021-01-30,512
Maule,Segunda,2021-01-30,496
Ñuble,Primera,2021-01-30,7785
Ñuble,Segunda,2021-01-30,0
Biobío,Primera,2021-01-30,2146
Biobío,Segunda,2021-01-30,1964
Araucanía,Primera,2021-01-30,722
Araucanía,Segunda,2021-01-30,697
Los Ríos,Primera,2021-01-30,145
Los Ríos,Segunda,2021-01-30,145
Los Lagos,Primera,2021-01-30,543
Los Lagos,Segunda,2021-01-30,535
Aysén,Primera,2021-01-30,2052
Aysén,Segunda,2021-01-30,0
Magallanes,Primera,2021-01-30,166
Magallanes,Segunda,2021-01-30,163
Total,Primera,2021-01-31,56906
Total,Segunda,2021-01-31,10398
Arica y Parinacota,Primera,2021-01-31,2901
Arica y Parinacota,Segunda,2021-01-31,0
Tarapacá,Primera,2021-01-31,160
Tarapacá,Segunda,2021-01-31,157
Antofagasta,Primera,2021-01-31,6109
Antofagasta,Segunda,2021-01-31,0
Atacama,Primera,2021-01-31,3810
Atacama,Segunda,2021-01-31,1
Coquimbo,Primera,2021-01-31,8765
Coquimbo,Segunda,2021-01-31,0
Valparaíso,Primera,2021-01-31,1463
Valparaíso,Segunda,2021-01-31,587
Metropolitana,Primera,2021-01-31,8008
Metropolitana,Segunda,2021-01-31,5653
O’Higgins,Primera,2021-01-31,11619
O’Higgins,Segunda,2021-01-31,0
Maule,Primera,2021-01-31,512
Maule,Segunda,2021-01-31,496
Ñuble,Primera,2021-01-31,7785
Ñuble,Segunda,2021-01-31,0
Biobío,Primera,2021-01-31,2146
Biobío,Segunda,2021-01-31,1964
Araucanía,Primera,2021-01-31,722
Araucanía,Segunda,2021-01-31,697
Los Ríos,Primera,2021-01-31,145
Los Ríos,Segunda,2021-01-31,145
Los Lagos,Primera,2021-01-31,543
Los Lagos,Segunda,2021-01-31,535
Aysén,Primera,2021-01-31,2052
Aysén,Segunda,2021-01-31,0
Magallanes,Primera,2021-01-31,166
Magallanes,Segunda,2021-01-31,163
Total,Primera,2021-02-01,56906
Total,Segunda,2021-02-01,10398
Arica y Parinacota,Primera,2021-02-01,2901
Arica y Parinacota,Segunda,2021-02-01,0
Tarapacá,Primera,2021-02-01,160
Tarapacá,Segunda,2021-02-01,157
Antofagasta,Primera,2021-02-01,6109
Antofagasta,Segunda,2021-02-01,0
Atacama,Primera,2021-02-01,3810
Atacama,Segunda,2021-02-01,1
Coquimbo,Primera,2021-02-01,8765
Coquimbo,Segunda,2021-02-01,0
Valparaíso,Primera,2021-02-01,1463
Valparaíso,Segunda,2021-02-01,587
Metropolitana,Primera,2021-02-01,8008
Metropolitana,Segunda,2021-02-01,5653
O’Higgins,Primera,2021-02-01,11619
O’Higgins,Segunda,2021-02-01,0
Maule,Primera,2021-02-01,512
Maule,Segunda,2021-02-01,496
Ñuble,Primera,2021-02-01,7785
Ñuble,Segunda,2021-02-01,0
Biobío,Primera,2021-02-01,2146
Biobío,Segunda,2021-02-01,1964
Araucanía,Primera,2021-02-01,722
Araucanía,Segunda,2021-02-01,697
Los Ríos,Primera,2021-02-01,145
Los Ríos,Segunda,2021-02-01,145
Los Lagos,Primera,2021-02-01,543
Los Lagos,Segunda,2021-02-01,535
Aysén,Primera,2021-02-01,2052
Aysén,Segunda,2021-02-01,0
Magallanes,Primera,2021-02-01,166
Magallanes,Segunda,2021-02-01,163
Total,Primera,2021-02-02,70017
Total,Segunda,2021-02-02,10404
Arica y Parinacota,Primera,2021-02-02,2978
Arica y Parinacota,Segunda,2021-02-02,0
Tarapacá,Primera,2021-02-02,334
Tarapacá,Segunda,2021-02-02,157
Antofagasta,Primera,2021-02-02,6325
Antofagasta,Segunda,2021-02-02,0
Atacama,Primera,2021-02-02,3812
Atacama,Segunda,2021-02-02,7
Coquimbo,Primera,2021-02-02,8765
Coquimbo,Segunda,2021-02-02,0
Valparaíso,Primera,2021-02-02,3092
Valparaíso,Segunda,2021-02-02,587
Metropolitana,Primera,2021-02-02,12076
Metropolitana,Segunda,2021-02-02,5653
O’Higgins,Primera,2021-02-02,11862
O’Higgins,Segunda,2021-02-02,0
Maule,Primera,2021-02-02,1666
Maule,Segunda,2021-02-02,496
Ñuble,Primera,2021-02-02,7824
Ñuble,Segunda,2021-02-02,0
Biobío,Primera,2021-02-02,6307
Biobío,Segunda,2021-02-02,1964
Araucanía,Primera,2021-02-02,942
Araucanía,Segunda,2021-02-02,697
Los Ríos,Primera,2021-02-02,728
Los Ríos,Segunda,2021-02-02,145
Los Lagos,Primera,2021-02-02,802
Los Lagos,Segunda,2021-02-02,535
Aysén,Primera,2021-02-02,2269
Aysén,Segunda,2021-02-02,0
Magallanes,Primera,2021-02-02,235
Magallanes,Segunda,2021-02-02,163
Total,Primera,2021-02-03,239860
Total,Segunda,2021-02-03,10404
Arica y Parinacota,Primera,2021-02-03,4419
Arica y Parinacota,Segunda,2021-02-03,0
Tarapacá,Primera,2021-02-03,2499
